game_id,game_name,game_name_ver,game_name_en,game_name_abbr,prep_fun_name,input,extra
268008982646896,贝克焦虑量表,,Beck Anxiety Inventory,BAI,sumscore,,
391429131297669,贪婪问卷,1.0.0,Greed Questionnaire,Greed,sumscore,,
383679060169477,近一个月睡眠质量,1.0.0,Last-Month Sleep Quality Questionnaire,LMSQQ,sumscore,,
268008982667389,通用非智力图形测试,,General Nonverbal Reasoning,GNVR,countcorrect,,
268008982659157,通用非智力数字推理测验,,General Digital Reasoning,GDR,countcorrect,,
383634608857989,遗忘与错误记忆严重性,1.0.0,Forget Severity,FS,sumscore,,
383628661912453,遗忘与错误记忆频率,1.0.0,Forget Frequency,FF,sumscore,,
268008982671436,长处和困难问卷,,Strength Scale,Strength,countcorrect,,
268008982651004,霍兰德职业测验,,The Self-Directed Search,SDS,sumscore,,
268008982655072,青少年心理韧性量表,,Adolescent Resilience Scale,ARS,sumscore,,
